Date,Source,Medium,Campaign,Device,Sessions,TotalUsers,NewUsers,FF_Purchase_Event_Count,FF_Lead_Event_Count,FF_BRSubmit_Event_Count,FF_DMSubmit_Event_Count,FF_PhoneGet_Event_Count,FF_HRSubmit_Event_Count,HR_Submit_Event_New_Traveler_Lead_Count,Impressions,Clicks,Cost,Total Traveler Actions,Traveler Value,Landlord Value,Channel_Group,Campaign_Group,Week,Year
2023-08-22,google,cpc,City - Nashville,desktop,33,26,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - San Diego,desktop,31,29,15,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Atlanta,mobile,30,23,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Boston,desktop,29,19,11,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Washington DC,mobile,28,20,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Boston,desktop,25,16,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - San Francisco,mobile,25,19,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Tucson,mobile,25,21,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Orlando,mobile,24,22,18,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Tucson,desktop,23,12,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Albuquerque,mobile,22,16,11,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Austin,mobile,22,14,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Los Angeles,desktop,22,14,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Austin,desktop,20,15,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Phoenix,mobile,20,17,13,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,travelnursehousing.com,referral,(referral),tablet,19,12,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2023
2023-08-22,google,cpc,City - Atlanta,desktop,17,13,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Boston,mobile,17,11,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Charleston,desktop,17,11,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Los Angeles,mobile,17,12,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Miami - CPC,mobile,17,15,13,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,Furnished Apartments,tablet,17,17,15,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Albuquerque,desktop,15,8,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Houston,desktop,15,13,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Miami - CPC,desktop,15,11,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Washington DC,desktop,14,11,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Charleston,mobile,13,11,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Charleston,desktop,13,10,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Orlando,mobile,13,10,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Dallas,mobile,12,11,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Miami - CPC,mobile,12,10,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Dallas,desktop,10,6,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Phoenix,desktop,10,6,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Phoenix,mobile,10,7,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Dallas,mobile,9,5,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Los Angeles,desktop,9,9,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Miami - CPC,desktop,9,8,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - San Francisco,desktop,9,8,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Tampa Bay,desktop,9,8,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Austin,desktop,8,6,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Dallas,desktop,8,8,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Los Angeles,mobile,8,6,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Orlando,desktop,8,8,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Orlando,desktop,8,8,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Tampa Bay,mobile,8,8,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Salt Lake City,mobile,7,6,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Charleston,mobile,5,5,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Nashville,tablet,5,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Phoenix,desktop,5,5,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Salt Lake City,mobile,5,4,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Tampa Bay,desktop,5,5,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Salt Lake City,desktop,4,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Albuquerque,tablet,3,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Boston,tablet,3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Charleston,tablet,3,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Salt Lake City,desktop,3,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Atlanta,tablet,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Austin,mobile,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Boston,tablet,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Seattle,tablet,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Tampa Bay,mobile,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Tucson,tablet,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Washington DC,tablet,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Atlanta,smart tv,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,City - Miami - CPC,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-22,google,cpc,Furnished Monthly Rentals,smart tv,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Finder,mobile,10664,6749,2828,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Finder,desktop,9415,6136,1672,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Monthly Rentals,mobile,2583,1957,1217,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Monthly Rentals,desktop,1653,1195,460,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,travelnursehousing.com,referral,(referral),desktop,958,667,179,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2023
2023-08-23,travelnursehousing.com,referral,(referral),mobile,775,480,188,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2023
2023-08-23,google,cpc,Furnished Apartments,mobile,717,583,368,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Apartments,desktop,275,210,102,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Finder,tablet,267,194,61,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Monthly Rentals,tablet,103,88,50,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - San Diego,mobile,75,49,34,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Chicago,mobile,63,49,36,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Orlando,mobile,39,30,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Seattle,mobile,38,32,24,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Seattle,desktop,37,27,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Houston,mobile,36,26,20,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Nashville,mobile,36,33,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Albuquerque,mobile,35,28,20,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Boston,desktop,35,23,12,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Atlanta,mobile,34,25,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Washington DC,mobile,34,29,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Chicago,desktop,33,24,14,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,Furnished Apartments,tablet,33,28,20,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Boston,mobile,31,20,15,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - San Diego,desktop,28,23,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Nashville,desktop,27,23,13,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Tucson,mobile,26,24,20,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Tucson,desktop,25,18,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - San Francisco,mobile,23,21,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Boston,desktop,21,19,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Albuquerque,desktop,19,12,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Miami - CPC,mobile,18,16,13,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Dallas,mobile,17,14,13,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Washington DC,desktop,17,13,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Houston,desktop,16,12,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Boston,mobile,15,12,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Orlando,mobile,14,10,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Los Angeles,desktop,13,11,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Los Angeles,mobile,13,11,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Austin,mobile,12,10,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Dallas,mobile,12,9,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Charleston,mobile,11,9,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Charleston,desktop,11,6,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Orlando,desktop,11,11,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Atlanta,desktop,10,9,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Austin,desktop,10,8,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Phoenix,mobile,10,9,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Phoenix,desktop,10,8,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Austin,mobile,9,7,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Dallas,desktop,9,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Dallas,desktop,9,7,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Miami - CPC,desktop,9,9,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,travelnursehousing.com,referral,(referral),tablet,9,8,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - TNH Non-Brand,34,2023
2023-08-23,google,cpc,City - Austin,desktop,8,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Charleston,mobile,8,7,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Los Angeles,desktop,8,6,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Miami - CPC,desktop,8,6,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Miami - CPC,mobile,7,6,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Orlando,desktop,7,7,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Phoenix,desktop,7,4,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Salt Lake City,mobile,7,5,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - San Francisco,desktop,7,7,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Los Angeles,mobile,6,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Salt Lake City,desktop,6,6,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Tampa Bay,mobile,6,4,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Charleston,desktop,5,5,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Phoenix,mobile,5,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Tampa Bay,desktop,5,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Salt Lake City,desktop,4,4,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Dallas,tablet,3,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Salt Lake City,mobile,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - San Diego,tablet,3,3,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Tampa Bay,desktop,2,2,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Tampa Bay,mobile,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Washington DC,tablet,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Albuquerque,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Atlanta,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Boston,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Charleston,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Chicago,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Houston,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Los Angeles,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Orlando,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Salt Lake City,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Seattle,tablet,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-23,google,cpc,City - Tucson,tablet,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-24,google,cpc,Furnished Finder,mobile,10273,6623,2690,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
2023-08-24,google,cpc,Furnished Finder,desktop,8607,5787,1561,0,0,0,0,0,0,0,0,0,0.0,0,0,0,SEM Non-Brand,Google Search - Non-Brand (Other),34,2023
