Ad group performance - Ad Group & Campaign Inventory
"January 1, 2024 - June 6, 2024"
Account name,Customer ID,Ad group ID,Ad group,Campaign ID,Campaign,Campaign state,Ad group state,Campaign type,Campaign subtype,Labels on Ad group,Ad group bid strategy,Ad group bid strategy type,Ad group sitelinks: active,Ad group sitelinks: disapproved,Ad group sitelinks level,Ad group phone numbers: active,Ad group phone numbers: disapproved,Ad group phone numbers level,Ad group apps: active,Ad group apps: disapproved,Ad group apps level,Ad group desktop bid adj.,Ad group mobile bid adj.,Ad group tablet bid adj.,Ads: active,Ads: disapproved,Keywords: active,Keywords: disapproved,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
Furnished Finder,755-457-3980,145944873016,San Francisco - Furnished Rentals,19602771090,City - San Francisco,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944873056,San Francisco - Corporate Housing,19602771090,City - San Francisco,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944873096,San Francisco - Corporate Rentals,19602771090,City - San Francisco,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944873576,Miami - Furnished Apartments,19610967823,City - Miami - CPC,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%,-15%, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944873736,Miami - Furnished Rentals,19610967823,City - Miami - CPC,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%,-15%, +10%,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944873776,Miami - Corporate Housing,19610967823,City - Miami - CPC,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944873816,Miami - Corporate Rentals,19610967823,City - Miami - CPC,Paused,Enabled,Search,All features, --, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944874216,Salt Lake City - Furnished Apartments,19610781314,City - Salt Lake City,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944874256,Salt Lake City - Furnished Rentals,19610781314,City - Salt Lake City,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944874296,Salt Lake City - Corporate Housing,19610781314,City - Salt Lake City,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,145944874456,Salt Lake City - Corporate Rentals,19610781314,City - Salt Lake City,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146081116272,Chicago - Furnished Apartments,19610779346,City - Chicago,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, --,-15%, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146081116312,Chicago - Furnished Rentals,19610779346,City - Chicago,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, --,-15%, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146081116472,Chicago - Corporate Housing,19610779346,City - Chicago,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --,-15%, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146081116512,Chicago - Corporate Rentals,19610779346,City - Chicago,Paused,Enabled,Search,All features, --, --,Manual CPC,0,0, --,0,0, --,0,0, --, --,-15%, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146310349835,Austin - Furnished Apartments,19610781074,City - Austin,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146310349875,Austin - Furnished Rentals,19610781074,City - Austin,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146310349915,Austin - Corporate Housing,19610781074,City - Austin,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146310350075,Austin - Corporate Rentals,19610781074,City - Austin,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146426915278,Houston - Furnished Apartments,19602771342,City - Houston,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --,-10%,-15%, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146426915438,Houston - Furnished Rentals,19602771342,City - Houston,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --,-10%, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146426915478,Houston - Corporate Housing,19602771342,City - Houston,Paused,Enabled,Search,All features, --, --,Manual CPC,0,0, --,0,0, --,0,0, --,-10%, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146426915518,Houston - Corporate Rentals,19602771342,City - Houston,Paused,Enabled,Search,All features, --, --,Manual CPC,0,0, --,0,0, --,0,0, --,-10%, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146474942810,Charleston - Furnished Apartments,20367611270,City - Charleston - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146474942850,Charleston - Corporate Housing,20367611270,City - Charleston - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146474943010,Charleston - Furnished Rentals,20367611270,City - Charleston - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146474943050,Charleston - Corporate Rentals,20367611270,City - Charleston - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146802743459,Tucson - Furnished Apartments,19759225838,City - Tucson,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146802743499,Tucson - Corporate Housing,19759225838,City - Tucson,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146802743659,Tucson - Furnished Rentals,19759225838,City - Tucson,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146802743699,Tucson - Corporate Rentals,19759225838,City - Tucson,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954950553,Seattle - Furnished Apartments,19610781059,City - Seattle,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, --,-15%, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954950713,Seattle - Furnished Rentals,19610781059,City - Seattle,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954950753,Seattle - Corporate Housing,19610781059,City - Seattle,Paused,Enabled,Search,All features, --, --,Manual CPC,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954950793,Seattle - Corporate Rentals,19610781059,City - Seattle,Paused,Enabled,Search,All features, --, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954951193,Atlanta - Furnished Apartments,19610967595,City - Atlanta,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%,-15%, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954951233,Atlanta - Furnished Rentals,19610967595,City - Atlanta,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, +20%, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954951273,Atlanta - Corporate Housing,19610967595,City - Atlanta,Paused,Enabled,Search,All features, --, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%,-15%, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954951433,Atlanta - Corporate Rentals,19610967595,City - Atlanta,Paused,Enabled,Search,All features,City Ad Group, --,Manual CPC,0,0, --,0,0, --,0,0, --, +10%, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954951953,Orlando - Furnished Apartments,19610781269,City - Orlando,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954951993,Orlando - Furnished Rentals,19610781269,City - Orlando,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954952153,Orlando - Corporate Housing,19610781269,City - Orlando,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,146954952193,Orlando - Corporate Rentals,19610781269,City - Orlando,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147187779804,Washington DC - Furnished Apartments,19610781320,City - Washington DC,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147187779964,Washington DC - Furnished Rentals,19610781320,City - Washington DC,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147187780004,Washington DC - Corporate Housing,19610781320,City - Washington DC,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147187780044,Washington DC - Corporate Rentals,19610781320,City - Washington DC,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147315399542,Boston - Furnished Apartments,20257787711,City - Boston  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147315399582,Boston - Corporate Housing,20257787711,City - Boston  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147315399742,Boston - Furnished Rentals,20257787711,City - Boston  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147315399782,Boston - Corporate Rentals,20257787711,City - Boston  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147422556180,Boston - Furnished Apartments,19759604551,City - Boston,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147422556220,Boston - Corporate Housing,19759604551,City - Boston,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147422556380,Boston - Furnished Rentals,19759604551,City - Boston,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,147422556420,Boston - Corporate Rentals,19759604551,City - Boston,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,148685883730,Albuquerque - Furnished Apartments,20549476982,City - Albuquerque - TCPA - $15,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,148685883770,Albuquerque - Corporate Housing,20549476982,City - Albuquerque - TCPA - $15,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,148685883810,Albuquerque - Furnished Rentals,20549476982,City - Albuquerque - TCPA - $15,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,148685883970,Albuquerque - Corporate Rentals,20549476982,City - Albuquerque - TCPA - $15,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,149899439926,Salt Lake City - Furnished Apartments,20371882798,City - Salt Lake City - TCPA - $30,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,149899439966,Salt Lake City - Furnished Rentals,20371882798,City - Salt Lake City - TCPA - $30,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,149899440126,Salt Lake City - Corporate Housing,20371882798,City - Salt Lake City - TCPA - $30,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,149899440166,Salt Lake City - Corporate Rentals,20371882798,City - Salt Lake City - TCPA - $30,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,149903950047,RTG - All Site Visitors - P90D,19704605466,Display - Retargeting,Paused,Enabled,Display,All features, --, --,Target CPA,0,0, --,0,0, --,0,0, --, +10%, --, --,1,0,0,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150833657906,Dallas - Furnished Apartments,20362731351,City - Dallas - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150833657946,Dallas - Furnished Rentals,20362731351,City - Dallas - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150833657986,Dallas - Corporate Housing,20362731351,City - Dallas - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150833658146,Dallas - Corporate Rentals,20362731351,City - Dallas - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150840842389,Phoenix - Furnished Apartments,20362709208,City - Phoenix - TCPA $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150840842549,Phoenix - Furnished Rentals,20362709208,City - Phoenix - TCPA $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150840842589,Phoenix - Corporate Housing,20362709208,City - Phoenix - TCPA $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,150840842629,Phoenix - Corporate Rentals,20362709208,City - Phoenix - TCPA $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,151850856885,Nashville - Furnished Apartments,20549491436,City - Nashville  - TCPA - $25,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,151850856925,Nashville - Corporate Housing,20549491436,City - Nashville  - TCPA - $25,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,151850857085,Nashville - Furnished Rentals,20549491436,City - Nashville  - TCPA - $25,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,151850857125,Nashville - Corporate Rentals,20549491436,City - Nashville  - TCPA - $25,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152560743320,Tampa Bay - Furnished Apartments,20257794692,City - Tampa Bay  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152560743480,Tampa Bay - Furnished Rentals,20257794692,City - Tampa Bay  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152560743520,Tampa Bay - Corporate Housing,20257794692,City - Tampa Bay  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152560743560,Tampa Bay - Corporate Rentals,20257794692,City - Tampa Bay  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152853694769,Austin - Furnished Apartments,20257532306,City - Austin  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152853694929,Austin - Furnished Rentals,20257532306,City - Austin  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152853694969,Austin - Corporate Housing,20257532306,City - Austin  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,152853695009,Austin - Corporate Rentals,20257532306,City - Austin  - TCPA - $60,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154263459554,Orlando - Furnished Apartments,20362724529,City - Orlando  - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154263459594,Orlando - Furnished Rentals,20362724529,City - Orlando  - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154263459754,Orlando - Corporate Housing,20362724529,City - Orlando  - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154263459794,Orlando - Corporate Rentals,20362724529,City - Orlando  - TCPA - $35,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,2,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154305479740,Washington DC - Furnished Apartments,20543633007,City - Washington DC  - TCPA - $40,Paused,Enabled,Search,All features,City Ad Group, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,16,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154305479900,Washington DC - Furnished Rentals,20543633007,City - Washington DC  - TCPA - $40,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154305479940,Washington DC - Corporate Housing,20543633007,City - Washington DC  - TCPA - $40,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154305479980,Washington DC - Corporate Rentals,20543633007,City - Washington DC  - TCPA - $40,Paused,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,8,0,0,0,0,USD,0,0.00,0,0,0.00,0,0,0
Furnished Finder,755-457-3980,154876602857,Corporate,20875775163,Search - Corporate,Enabled,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,14,0,"12,587","103,144",12.20%,USD,2.59,32542.80,21.61%,79.94%,"1,462.30",0,22.25,11.62%
Furnished Finder,755-457-3980,154876602897,Corporate - Extended,20875775163,Search - Corporate,Enabled,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,873,"5,808",15.03%,USD,2.43,2120.00,17.87%,79.51%,104.93,0,20.20,12.02%
Furnished Finder,755-457-3980,154876602937,Corporate - Furnished,20875775163,Search - Corporate,Enabled,Enabled,Search,All features, --, --,Maximize Conversions,0,0, --,0,0, --,0,0, --, --, --, --,3,0,4,0,"19,588","110,491",17.73%,USD,2.20,43134.15,29.88%,83.34%,"2,258.72",0,19.10,11.53%
